sample	scheme	scheme_version	subtype	all_subtypes	tiles_matching_subtype	are_subtypes_consistent	inconsistent_subtypes	n_tiles_matching_all	n_tiles_matching_all_expected	n_tiles_matching_positive	n_tiles_matching_positive_expected	n_tiles_matching_subtype	n_tiles_matching_subtype_expected	file_path	qc_status	qc_message
SAL_CA2455AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2455AA_AS.scaffold.fasta	PASS	
SAL_CA0187AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0187AA_AS.scaffold.fasta	PASS	
SAL_CA5167AA_AS	heidelberg	0.5.0	2.2.2.2.6	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.6	2741489-2.2.2.2.6; 176708-2.2.2.2.6; 1174327-2.2.2.2.6	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5167AA_AS.scaffold.fasta	PASS	
SAL_EA9484AA_AS	heidelberg	0.5.0	2.2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.1	3647258-2.2.2.2.2.1; 3586333-2.2.2.2.2.1; 239152-2.2.2.2.2.1; 3267927-2.2.2.2.2.1	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9484AA_AS.scaffold.fasta	PASS	
SAL_CA1745AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1745AA_AS.scaffold.fasta	PASS	
SAL_CA5179AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	2606626-2.2.2.2.1.1; 1603329-2.2.2.2.1.1; 3373069-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5179AA_AS.scaffold.fasta	PASS	
SAL_CA3569AA_AS	heidelberg	0.5.0	2.2.2	2; 2.2; 2.2.2	3791096-2.2.2; 2069216-2.2.2	True		202	202	9	9	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA3569AA_AS.scaffold.fasta	PASS	
SAL_EA6255AA_AS	heidelberg	0.5.0	2.2.3.2.1	2; 2.2; 2.2.3; 2.2.3.2; 2.2.3.2.1	4299778-2.2.3.2.1; 3060368-2.2.3.2.1; 227831-2.2.3.2.1; 489687-2.2.3.2.1; 4696391-2.2.3.2.1; 4079393-2.2.3.2.1; 3931056-2.2.3.2.1	True		202	202	22	22	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA6255AA_AS.scaffold.fasta	PASS	
SAL_CA0311AA_AS	heidelberg	0.5.0	2.1.3	2; 2.1; 2.1.3	64709-2.1.3; 2045923-2.1.3; 4282538-2.1.3; 2963935-2.1.3	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0311AA_AS.scaffold.fasta	PASS	
SAL_CA0744AA_AS	heidelberg	0.5.0	2.1.3	2; 2.1; 2.1.3	2963935-2.1.3; 64709-2.1.3; 2045923-2.1.3; 4282538-2.1.3	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0744AA_AS.scaffold.fasta	PASS	
SAL_IA3371AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	3012157-2.2.2.2.3; 2805778-2.2.2.2.3; 2778422-2.2.2.2.3; 2693425-2.2.2.2.3; 4525936-2.2.2.2.3; 4540735-2.2.2.2.3; 2561007-2.2.2.2.3; 3819645-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA3371AA_AS.scaffold.fasta	PASS	
SAL_CA4958AA_AS	heidelberg	0.5.0	2.1	2; 2.1	1976727-2.1; 2048364-2.1; 3802645-2.1; 2785633-2.1; 3200083-2.1; 4145957-2.1; 1276017-2.1; 1313808-2.1; 862828-2.1	True		202	202	11	11	9	9	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4958AA_AS.scaffold.fasta	PASS	
SAL_CA5367AA_AS	heidelberg	0.5.0	2.2.2.2.5	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.5	3580227-2.2.2.2.5; 3686624-2.2.2.2.5; 573259-2.2.2.2.5; 4445342-2.2.2.2.5	True		202	202	16	16	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5367AA_AS.scaffold.fasta	PASS	
SAL_CA2464AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2464AA_AS.scaffold.fasta	PASS	
SAL_CA4979AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4979AA_AS.scaffold.fasta	PASS	
SAL_EA9421AA_AS	heidelberg	0.5.0	2.1.1.3	2; 2.1; 2.1.1; 2.1.1.3	2213229-2.1.1.3; 3742501-2.1.1.3; 3011381-2.1.1.3; 2878560-2.1.1.3; 4120499-2.1.1.3	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9421AA_AS.scaffold.fasta	PASS	
SAL_EA9221AA_AS	heidelberg	0.5.0	2.1.1.3	2; 2.1; 2.1.1; 2.1.1.3	2213229-2.1.1.3; 3742501-2.1.1.3; 2878560-2.1.1.3; 3011381-2.1.1.3; 4120499-2.1.1.3	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9221AA_AS.scaffold.fasta	PASS	
SAL_EA4851AA_AS	heidelberg	0.5.0	2.2.2.2.2.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.1	3267927-2.2.2.2.2.1; 3586333-2.2.2.2.2.1; 3647258-2.2.2.2.2.1; 239152-2.2.2.2.2.1	True		202	202	19	19	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4851AA_AS.scaffold.fasta	PASS	
SAL_FA4706AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA4706AA_AS.scaffold.fasta	PASS	
SAL_CA3083AA_AS	heidelberg	0.5.0	2.2.3.1	2; 2.2; 2.2.3; 2.2.3.1	2482056-2.2.3.1; 1091342-2.2.3.1; 848800-2.2.3.1	True		202	202	11	11	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA3083AA_AS.scaffold.fasta	PASS	
SAL_CA1438AA_AS	heidelberg	0.5.0	2.2.1.1.3	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.3	271435-2.2.1.1.3; 2658490-2.2.1.1.3; 3822905-2.2.1.1.3; 869993-2.2.1.1.3; 3159204-2.2.1.1.3	True		202	202	19	19	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1438AA_AS.scaffold.fasta	PASS	
SAL_CA4706AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3408895-2.1.1; 3801966-2.1.1; 2283825-2.1.1; 2422397-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4706AA_AS.scaffold.fasta	PASS	
SAL_EA4592AA_AS	heidelberg	0.5.0	2.1.1.3	2; 2.1; 2.1.1; 2.1.1.3	2213229-2.1.1.3; 3742501-2.1.1.3; 3011381-2.1.1.3; 2878560-2.1.1.3; 4120499-2.1.1.3	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4592AA_AS.scaffold.fasta	PASS	
SAL_CA0750AA_AS	heidelberg	0.5.0	2.2.2.2.1.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.3	508759-2.2.2.2.1.3; 2934077-2.2.2.2.1.3; 1052031-2.2.2.2.1.3	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0750AA_AS.scaffold.fasta	PASS	
SAL_BA4609AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA4609AA_AS.scaffold.fasta	PASS	
SAL_CA1380AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	2606626-2.2.2.2.1.1; 1603329-2.2.2.2.1.1; 3373069-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1380AA_AS.scaffold.fasta	PASS	
SAL_FA0553AA_AS	heidelberg	0.5.0	2.2.1.2	2; 2.2; 2.2.1; 2.2.1.2	4581051-2.2.1.2; 107801-2.2.1.2; 160366-2.2.1.2; 2877590-2.2.1.2	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA0553AA_AS.scaffold.fasta	PASS	
SAL_IA2678AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	2801759-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 42232-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 3540924-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA2678AA_AS.scaffold.fasta	PASS	
SAL_CA1056AA_AS	heidelberg	0.5.0	1.3	1; 1.3	92666-1.3; 4472427-1.3; 4707754-1.3; 3913221-1.3	True		202	202	6	6	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1056AA_AS.scaffold.fasta	PASS	
SAL_CA5805AA_AS	heidelberg	0.5.0	2.2.2.2.5	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.5	573259-2.2.2.2.5; 3580227-2.2.2.2.5; 3686624-2.2.2.2.5; 4445342-2.2.2.2.5	True		202	202	16	16	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5805AA_AS.scaffold.fasta	PASS	
SAL_EA5852AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	2801759-2.2.2.2.2.2; 42232-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 3540924-2.2.2.2.2.2; 3062689-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA5852AA_AS.scaffold.fasta	PASS	
SAL_CA5172AA_AS	heidelberg	0.5.0	2.2.2.1	2; 2.2; 2.2.2; 2.2.2.1	1036874-2.2.2.1; 1061770-2.2.2.1; 649988-2.2.2.1	True		202	202	12	12	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5172AA_AS.scaffold.fasta	PASS	
SAL_EA9727AA_AS	heidelberg	0.5.0	2.1.2	2; 2.1; 2.1.2	600350-2.1.2; 4101230-2.1.2; 4327318-2.1.2; 4215208-2.1.2; 4136928-2.1.2; 4035893-2.1.2; 1062011-2.1.2	True		202	202	18	18	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9727AA_AS.scaffold.fasta	PASS	
SAL_CA4635AA_AS	heidelberg	0.5.0	2.2.3.2.1	2; 2.2; 2.2.3; 2.2.3.2; 2.2.3.2.1	489687-2.2.3.2.1; 4079393-2.2.3.2.1; 3060368-2.2.3.2.1; 4696391-2.2.3.2.1; 227831-2.2.3.2.1; 3931056-2.2.3.2.1; 4299778-2.2.3.2.1	True		202	202	22	22	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4635AA_AS.scaffold.fasta	PASS	
SAL_CA1001AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1001AA_AS.scaffold.fasta	PASS	
SAL_FA3740AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA3740AA_AS.scaffold.fasta	PASS	
SAL_CA1030AA_AS	heidelberg	0.5.0	2.2.2.2.1.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.3	2934077-2.2.2.2.1.3; 1052031-2.2.2.2.1.3; 508759-2.2.2.2.1.3	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1030AA_AS.scaffold.fasta	PASS	
SAL_BA9768AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	1950957-2.2.2.2.2.2; 42232-2.2.2.2.2.2; 3540924-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 2801759-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA9768AA_AS.scaffold.fasta	PASS	
SAL_CA4641AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3801966-2.1.1; 2422397-2.1.1; 2283825-2.1.1; 3408895-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4641AA_AS.scaffold.fasta	PASS	
SAL_CA5625AA_AS	heidelberg	0.5.0	2.2.1.2	2; 2.2; 2.2.1; 2.2.1.2	4581051-2.2.1.2; 160366-2.2.1.2; 107801-2.2.1.2; 2877590-2.2.1.2	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5625AA_AS.scaffold.fasta	PASS	
SAL_CA4899AA_AS	heidelberg	0.5.0	1.1	1; 1.1	2778621-1.1; 2904061-1.1; 600783-1.1; 3278067-1.1; 1049933-1.1; 1193219-1.1; 4499501-1.1; 4579224-1.1; 4738855-1.1; 202001-1.1; 3867228-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4899AA_AS.scaffold.fasta	PASS	
SAL_BA3988AA_AS	heidelberg	0.5.0	2.2.2.2.3	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.3	2805778-2.2.2.2.3; 2778422-2.2.2.2.3; 2561007-2.2.2.2.3; 2693425-2.2.2.2.3; 3012157-2.2.2.2.3; 3819645-2.2.2.2.3; 4525936-2.2.2.2.3; 4540735-2.2.2.2.3	True		202	202	20	20	8	8	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA3988AA_AS.scaffold.fasta	PASS	
SAL_CA5100AA_AS	heidelberg	0.5.0	2.2.2.2.1.4	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.4	2154958-2.2.2.2.1.4; 1037658-2.2.2.2.1.4; 3785187-2.2.2.2.1.4	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5100AA_AS.scaffold.fasta	PASS	
SAL_IA1794AA_AS	heidelberg	0.5.0	2.1.2	2; 2.1; 2.1.2	4101230-2.1.2; 4327318-2.1.2; 1062011-2.1.2; 4035893-2.1.2; 600350-2.1.2; 4215208-2.1.2; 4136928-2.1.2	True		202	202	18	18	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA1794AA_AS.scaffold.fasta	PASS	
SAL_CA2033AA_AS	heidelberg	0.5.0	2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2	1825773-2.2.2.2.2; 4136269-2.2.2.2.2; 3696399-2.2.2.2.2	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2033AA_AS.scaffold.fasta	PASS	
SAL_JA1050AA_AS	heidelberg	0.5.0	1.1	1; 1.1	2778621-1.1; 2904061-1.1; 3278067-1.1; 202001-1.1; 600783-1.1; 4738855-1.1; 3867228-1.1; 1049933-1.1; 1193219-1.1; 4579224-1.1; 4499501-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA1050AA_AS.scaffold.fasta	PASS	
SAL_CA5252AA_AS	heidelberg	0.5.0	2.2.1.1.3	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.3	2658490-2.2.1.1.3; 869993-2.2.1.1.3; 3822905-2.2.1.1.3; 271435-2.2.1.1.3; 3159204-2.2.1.1.3	True		202	202	19	19	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5252AA_AS.scaffold.fasta	PASS	
SAL_CA2452AA_AS	heidelberg	0.5.0	2.2.2.2.1.4	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.4	3785187-2.2.2.2.1.4; 1037658-2.2.2.2.1.4; 2154958-2.2.2.2.1.4	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2452AA_AS.scaffold.fasta	PASS	
SAL_BA5029AA_AS	heidelberg	0.5.0	2.1.2	2; 2.1; 2.1.2	4101230-2.1.2; 4035893-2.1.2; 4215208-2.1.2; 4136928-2.1.2; 600350-2.1.2; 4327318-2.1.2; 1062011-2.1.2	True		202	202	18	18	7	7	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA5029AA_AS.scaffold.fasta	PASS	
SAL_BA2887AA_AS	heidelberg	0.5.0	2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2	3696399-2.2.2.2.2; 4136269-2.2.2.2.2; 1825773-2.2.2.2.2	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_BA2887AA_AS.scaffold.fasta	PASS	
SAL_CA5328AA_AS	heidelberg	0.5.0	2.1.1.1	2; 2.1; 2.1.1; 2.1.1.1	1534092-2.1.1.1; 1856421-2.1.1.1; 3305400-2.1.1.1	True		202	202	18	18	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5328AA_AS.scaffold.fasta	PASS	
SAL_CA4967AA_AS	heidelberg	0.5.0	2.2.1.1.3	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.3	3159204-2.2.1.1.3; 271435-2.2.1.1.3; 3822905-2.2.1.1.3; 869993-2.2.1.1.3; 2658490-2.2.1.1.3	True		202	202	19	19	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4967AA_AS.scaffold.fasta	PASS	
SAL_FA1503AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	42232-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 3540924-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_FA1503AA_AS.scaffold.fasta	PASS	
SAL_EA4131AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	42232-2.2.2.2.2.2; 1950957-2.2.2.2.2.2; 2801759-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 3540924-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA4131AA_AS.scaffold.fasta	PASS	
SAL_CA5422AA_AS	heidelberg	0.5.0	1.1	1; 1.1	3867228-1.1; 4579224-1.1; 4499501-1.1; 1049933-1.1; 1193219-1.1; 3278067-1.1; 600783-1.1; 202001-1.1; 4738855-1.1; 2778621-1.1; 2904061-1.1	True		202	202	13	13	11	11	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5422AA_AS.scaffold.fasta	PASS	
SAL_CA2414AA_AS	heidelberg	0.5.0	2.2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2; 2.2.2.2.2.2	2801759-2.2.2.2.2.2; 3062689-2.2.2.2.2.2; 3540924-2.2.2.2.2.2; 42232-2.2.2.2.2.2; 1950957-2.2.2.2.2.2	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2414AA_AS.scaffold.fasta	PASS	
SAL_CA5156AA_AS	heidelberg	0.5.0	2.2.2.2.2	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.2	3696399-2.2.2.2.2; 1825773-2.2.2.2.2; 4136269-2.2.2.2.2	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5156AA_AS.scaffold.fasta	PASS	
SAL_EA8988AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA8988AA_AS.scaffold.fasta	PASS	
SAL_EA9134AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	4211912-2.2.1.1.1.1; 1983064-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_EA9134AA_AS.scaffold.fasta	PASS	
SAL_CA0876AA_AS	heidelberg	0.5.0	2.2.1.1.3	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.3	3159204-2.2.1.1.3; 2658490-2.2.1.1.3; 869993-2.2.1.1.3; 3822905-2.2.1.1.3; 271435-2.2.1.1.3	True		202	202	19	19	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA0876AA_AS.scaffold.fasta	PASS	
SAL_CA2158AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3408895-2.1.1; 3801966-2.1.1; 2422397-2.1.1; 2283825-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2158AA_AS.scaffold.fasta	PASS	
SAL_JA4910AA_AS	heidelberg	0.5.0	2.2.2.2.1.1	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.1; 2.2.2.2.1.1	3373069-2.2.2.2.1.1; 2606626-2.2.2.2.1.1; 1603329-2.2.2.2.1.1	True		202	202	17	17	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA4910AA_AS.scaffold.fasta	PASS	
SAL_CA4611AA_AS	heidelberg	0.5.0	2.1.1	2; 2.1; 2.1.1	3801966-2.1.1; 2283825-2.1.1; 3408895-2.1.1; 2422397-2.1.1	True		202	202	15	15	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA4611AA_AS.scaffold.fasta	PASS	
SAL_IA2585AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		202	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_IA2585AA_AS.scaffold.fasta	PASS	
SAL_CA2010AA_AS	heidelberg	0.5.0	2.2.2.2.6	2; 2.2; 2.2.2; 2.2.2.2; 2.2.2.2.6	2741489-2.2.2.2.6; 1174327-2.2.2.2.6; 176708-2.2.2.2.6	True		202	202	15	15	3	3	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2010AA_AS.scaffold.fasta	PASS	
SAL_CA1430AA_AS	heidelberg	0.5.0	2.2.1.1.1.1	2; 2.2; 2.2.1; 2.2.1.1; 2.2.1.1.1; 2.2.1.1.1.1	1983064-2.2.1.1.1.1; 4211912-2.2.1.1.1.1	True		200	202	20	20	2	2	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA1430AA_AS.scaffold.fasta	PASS	
SAL_CA2177AA_AS	heidelberg	0.5.0	2.2.1.1	2; 2.2; 2.2.1; 2.2.1.1	3864871-2.2.1.1; 691203-2.2.1.1; 2802706-2.2.1.1; 293728-2.2.1.1	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA2177AA_AS.scaffold.fasta	PASS	
SAL_JA1004AA_AS	heidelberg	0.5.0	2.2.2.1.1.1	2; 2.2; 2.2.2; 2.2.2.1; 2.2.2.1.1; 2.2.2.1.1.1	908618-2.2.2.1.1.1; 198398-2.2.2.1.1.1; 167020-2.2.2.1.1.1; 3230678-2.2.2.1.1.1; 3264474-2.2.2.1.1.1	True		202	202	20	20	5	5	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_JA1004AA_AS.scaffold.fasta	PASS	
SAL_CA5573AA_AS	heidelberg	0.5.0	2.2.1.2	2; 2.2; 2.2.1; 2.2.1.2	2877590-2.2.1.2; 160366-2.2.1.2; 107801-2.2.1.2; 4581051-2.2.1.2	True		202	202	14	14	4	4	/home/CSCScience.ca/pkruczkiewicz/Downloads/SH/SAL_CA5573AA_AS.scaffold.fasta	PASS	
