ID	Aligned Bases	Reference bases	% Aligned Bases
snippy-SAL_EA8952AA_AS.scaffold	4696427	4983515	94.24
snippy-SAL_EA8961AA_AS.scaffold	4695501	4983515	94.22
snippy-SAL_EA8980AA_AS.scaffold	4695425	4983515	94.22
snippy-SAL_EA8988AA_AS.scaffold	4776491	4983515	95.85
snippy-SAL_EA8998AA_AS.scaffold	4695195	4983515	94.21
snippy-SAL_EA9004AA_AS.scaffold	4689342	4983515	94.10
snippy-SAL_EA9006AA_AS.scaffold	4695340	4983515	94.22
snippy-SAL_EA9052AA_AS.scaffold	4785266	4983515	96.02
snippy-SAL_EA9054AA_AS.scaffold	4690673	4983515	94.12
snippy-SAL_EA9068AA_AS.scaffold	4716925	4983515	94.65
snippy-SAL_EA9081AA_AS.scaffold	4788204	4983515	96.08
snippy-SAL_EA9082AA_AS.scaffold	4777735	4983515	95.87
snippy-SAL_EA9084AA_AS.scaffold	4694187	4983515	94.19
snippy-SAL_EA9124AA_AS.scaffold	4774393	4983515	95.80
snippy-SAL_EA9131AA_AS.scaffold	4694087	4983515	94.19
snippy-SAL_EA9134AA_AS.scaffold	4694132	4983515	94.19
snippy-SAL_EA9141AA_AS.scaffold	4778695	4983515	95.89
snippy-SAL_EA9142AA_AS.scaffold	4615334	4983515	92.61
snippy-SAL_EA9144AA_AS.scaffold	4697210	4983515	94.25
snippy-SAL_EA9196AA_AS.scaffold	4694451	4983515	94.20
snippy-SAL_EA9198AA_AS.scaffold	4695758	4983515	94.23
snippy-SAL_EA9205AA_AS.scaffold	4695411	4983515	94.22
snippy-SAL_EA9209AA_AS.scaffold	4697085	4983515	94.25
snippy-SAL_EA9212AA_AS.scaffold	4694357	4983515	94.20
snippy-SAL_EA9213AA_AS.scaffold	4694424	4983515	94.20
snippy-SAL_EA9217AA_AS.scaffold	4695121	4983515	94.21
snippy-SAL_EA9221AA_AS.scaffold	4697079	4983515	94.25
snippy-SAL_EA9226AA_AS.scaffold	4697587	4983515	94.26
snippy-SAL_EA9229AA_AS.scaffold	4780578	4983515	95.93
snippy-SAL_EA9230AA_AS.scaffold	4771948	4983515	95.75
snippy-SAL_EA9235AA_AS.scaffold	4769829	4983515	95.71
snippy-SAL_EA9238AA_AS.scaffold	4696952	4983515	94.25
snippy-SAL_EA9244AA_AS.scaffold	4700814	4983515	94.33
snippy-SAL_EA9351AA_AS.scaffold	4774077	4983515	95.80
snippy-SAL_EA9354AA_AS.scaffold	4675903	4983515	93.83
snippy-SAL_EA9355AA_AS.scaffold	4697627	4983515	94.26
snippy-SAL_EA9387AA_AS.scaffold	4695018	4983515	94.21
snippy-SAL_EA9389AA_AS.scaffold	4696989	4983515	94.25
snippy-SAL_EA9393AA_AS.scaffold	4696430	4983515	94.24
snippy-SAL_EA9410AA_AS.scaffold	4696975	4983515	94.25
snippy-SAL_EA9411AA_AS.scaffold	4696519	4983515	94.24
snippy-SAL_EA9419AA_AS.scaffold	4695388	4983515	94.22
snippy-SAL_EA9421AA_AS.scaffold	4696739	4983515	94.25
snippy-SAL_EA9428AA_AS.scaffold	4696638	4983515	94.24
snippy-SAL_EA9437AA_AS.scaffold	4696508	4983515	94.24
snippy-SAL_EA9445AA_AS.scaffold	4780354	4983515	95.92
snippy-SAL_EA9476AA_AS.scaffold	4695429	4983515	94.22
snippy-SAL_EA9483AA_AS.scaffold	4684973	4983515	94.01
snippy-SAL_EA9484AA_AS.scaffold	4685246	4983515	94.01
snippy-SAL_EA9503AA_AS.scaffold	4694979	4983515	94.21
snippy-SAL_EA9523AA_AS.scaffold	4693328	4983515	94.18
snippy-SAL_EA9531AA_AS.scaffold	4696281	4983515	94.24
snippy-SAL_EA9555AA_AS.scaffold	4694845	4983515	94.21
snippy-SAL_EA9568AA_AS.scaffold	4656855	4983515	93.45
snippy-SAL_EA9573AA_AS.scaffold	4740036	4983515	95.11
snippy-SAL_EA9585AA_AS.scaffold	4692207	4983515	94.15
snippy-SAL_EA9594AA_AS.scaffold	4683094	4983515	93.97
snippy-SAL_EA9626AA_AS.scaffold	4703274	4983515	94.38
snippy-SAL_EA9628AA_AS.scaffold	4700630	4983515	94.32
snippy-SAL_EA9641AA_AS.scaffold	4708136	4983515	94.47
snippy-SAL_EA9645AA_AS.scaffold	4704932	4983515	94.41
snippy-SAL_EA9727AA_AS.scaffold	4795951	4983515	96.24
snippy-SAL_EA9927AA_AS.scaffold	4693129	4983515	94.17
snippy-SAL_EA9976AA_AS.scaffold	4781657	4983515	95.95
snippy-SAL_EA9990AA_AS.scaffold	4656085	4983515	93.43
snippy-SAL_FA0096AA_AS.scaffold	4781889	4983515	95.95
snippy-SAL_FA0512AA_AS.scaffold	4695626	4983515	94.22
snippy-SAL_FA0541AA_AS.scaffold	4775154	4983515	95.82
snippy-SAL_FA0553AA_AS.scaffold	4777131	4983515	95.86
snippy-SAL_FA0558AA_AS.scaffold	4777049	4983515	95.86
snippy-SAL_FA0564AA_AS.scaffold	4693537	4983515	94.18
snippy-SAL_FA0565AA_AS.scaffold	4777083	4983515	95.86
snippy-SAL_FA0571AA_AS.scaffold	4693195	4983515	94.17
snippy-SAL_FA0572AA_AS.scaffold	4693496	4983515	94.18
snippy-SAL_FA0574AA_AS.scaffold	4693410	4983515	94.18
snippy-SAL_FA0582AA_AS.scaffold	4751651	4983515	95.35
snippy-SAL_FA0713AA_AS.scaffold	4803549	4983515	96.39
snippy-SAL_FA0726AA_AS.scaffold	4684452	4983515	94.00
snippy-SAL_FA1376AA_AS.scaffold	4655486	4983515	93.42
snippy-SAL_FA1377AA_AS.scaffold	4655870	4983515	93.43
snippy-SAL_FA1450AA_AS.scaffold	4848580	4983515	97.29
snippy-SAL_FA1496AA_AS.scaffold	4625264	4983515	92.81
snippy-SAL_FA1497AA_AS.scaffold	4653871	4983515	93.39
snippy-SAL_FA1498AA_AS.scaffold	4651301	4983515	93.33
snippy-SAL_FA1499AA_AS.scaffold	4607805	4983515	92.46
snippy-SAL_FA1500AA_AS.scaffold	4627576	4983515	92.86
snippy-SAL_FA1501AA_AS.scaffold	4639246	4983515	93.09
snippy-SAL_FA1502AA_AS.scaffold	4740615	4983515	95.13
snippy-SAL_FA1503AA_AS.scaffold	4644829	4983515	93.20
snippy-SAL_FA1504AA_AS.scaffold	4656075	4983515	93.43
snippy-SAL_FA1505AA_AS.scaffold	4655164	4983515	93.41
snippy-SAL_FA1507AA_AS.scaffold	4718321	4983515	94.68
snippy-SAL_FA1509AA_AS.scaffold	4711258	4983515	94.54
snippy-SAL_FA1510AA_AS.scaffold	4655379	4983515	93.42
snippy-SAL_FA1511AA_AS.scaffold	4637387	4983515	93.05
snippy-SAL_FA1512AA_AS.scaffold	4642934	4983515	93.17
snippy-SAL_FA1513AA_AS.scaffold	4655353	4983515	93.42
snippy-SAL_FA1516AA_AS.scaffold	4650888	4983515	93.33
snippy-SAL_FA1748AA_AS.scaffold	4694355	4983515	94.20
snippy-SAL_FA1750AA_AS.scaffold	4696180	4983515	94.23
snippy-SAL_FA1751AA_AS.scaffold	4767933	4983515	95.67
snippy-SAL_FA1760AA_AS.scaffold	4697784	4983515	94.27
snippy-SAL_FA1761AA_AS.scaffold	4706205	4983515	94.44
snippy-SAL_FA1762AA_AS.scaffold	4778922	4983515	95.89
snippy-SAL_FA1768AA_AS.scaffold	4798071	4983515	96.28
snippy-SAL_FA1770AA_AS.scaffold	4705737	4983515	94.43
snippy-SAL_FA1776AA_AS.scaffold	4681895	4983515	93.95
snippy-SAL_FA1777AA_AS.scaffold	4695311	4983515	94.22
snippy-SAL_FA1779AA_AS.scaffold	4771502	4983515	95.75
snippy-SAL_FA1780AA_AS.scaffold	4783590	4983515	95.99
snippy-SAL_FA1859AA_AS.scaffold	4704220	4983515	94.40
snippy-SAL_FA1861AA_AS.scaffold	4704631	4983515	94.40
snippy-SAL_FA1862AA_AS.scaffold	4695172	4983515	94.21
snippy-SAL_FA1863AA_AS.scaffold	4706340	4983515	94.44
snippy-SAL_FA1973AA_AS.scaffold	4655241	4983515	93.41
snippy-SAL_FA1974AA_AS.scaffold	4655938	4983515	93.43
snippy-SAL_FA3616AA_AS.scaffold	4694273	4983515	94.20
snippy-SAL_FA3736AA_AS.scaffold	4671522	4983515	93.74
snippy-SAL_FA3738AA_AS.scaffold	4689965	4983515	94.11
snippy-SAL_FA3740AA_AS.scaffold	4692979	4983515	94.17
snippy-SAL_FA3864AA_AS.scaffold	4693472	4983515	94.18
snippy-SAL_FA4122AA_AS.scaffold	4693121	4983515	94.17
snippy-SAL_FA4388AA_AS.scaffold	4844333	4983515	97.21
snippy-SAL_FA4391AA_AS.scaffold	4844629	4983515	97.21
snippy-SAL_FA4432AA_AS.scaffold	4787411	4983515	96.06
snippy-SAL_FA4456AA_AS.scaffold	4720452	4983515	94.72
snippy-SAL_FA4706AA_AS.scaffold	4690286	4983515	94.12
snippy-SAL_FA4720AA_AS.scaffold	4694608	4983515	94.20
snippy-SAL_FA4722AA_AS.scaffold	4692478	4983515	94.16
snippy-SAL_FA4740AA_AS.scaffold	4692653	4983515	94.16
snippy-SAL_FA4939AA_AS.scaffold	4779098	4983515	95.90
snippy-SAL_FA5288AA_AS.scaffold	4684642	4983515	94.00
snippy-SAL_FA5554AA_AS.scaffold	4777089	4983515	95.86
snippy-SAL_FA7519AA_AS.scaffold	4732532	4983515	94.96
snippy-SAL_HA9399AA_AS.scaffold	4698333	4983515	94.28
snippy-SAL_HA9448AA_AS.scaffold	4644924	4983515	93.21
snippy-SAL_IA1746AA_AS.scaffold	4656043	4983515	93.43
snippy-SAL_IA1750AA_AS.scaffold	4789437	4983515	96.11
snippy-SAL_IA1794AA_AS.scaffold	4714206	4983515	94.60
snippy-SAL_IA1866AA_AS.scaffold	4656031	4983515	93.43
snippy-SAL_IA1873AA_AS.scaffold	4694659	4983515	94.20
snippy-SAL_IA1886AA_AS.scaffold	4695082	4983515	94.21
snippy-SAL_IA1899AA_AS.scaffold	4687282	4983515	94.06
snippy-SAL_IA2537AA_AS.scaffold	4694841	4983515	94.21
snippy-SAL_IA2550AA_AS.scaffold	4712027	4983515	94.55
snippy-SAL_IA2552AA_AS.scaffold	4783730	4983515	95.99
snippy-SAL_IA2576AA_AS.scaffold	4778799	4983515	95.89
snippy-SAL_IA2585AA_AS.scaffold	4667024	4983515	93.65
snippy-SAL_IA2678AA_AS.scaffold	4656062	4983515	93.43
snippy-SAL_IA2701AA_AS.scaffold	4656146	4983515	93.43
snippy-SAL_IA2719AA_AS.scaffold	4695631	4983515	94.22
snippy-SAL_IA2758AA_AS.scaffold	4694318	4983515	94.20
snippy-SAL_IA2768AA_AS.scaffold	4695439	4983515	94.22
snippy-SAL_IA3159AA_AS.scaffold	4705905	4983515	94.43
snippy-SAL_IA3365AA_AS.scaffold	4694924	4983515	94.21
snippy-SAL_IA3371AA_AS.scaffold	4694584	4983515	94.20
snippy-SAL_IA5514AA_AS.scaffold	4643360	4983515	93.17
snippy-SAL_IA6099AA_AS.scaffold	4696914	4983515	94.25
snippy-SAL_IA6337AA_AS.scaffold	4694522	4983515	94.20
snippy-SAL_IA6440AA_AS.scaffold	4779797	4983515	95.91
snippy-SAL_IA6449AA_AS.scaffold	4696777	4983515	94.25
snippy-SAL_IA6451AA_AS.scaffold	4703034	4983515	94.37
snippy-SAL_IA6518AA_AS.scaffold	4772096	4983515	95.76
snippy-SAL_IA6617AA_AS.scaffold	4685726	4983515	94.02
snippy-SAL_IA7993AA_AS.scaffold	4615477	4983515	92.61
snippy-SAL_IA8155AA_AS.scaffold	4643121	4983515	93.17
snippy-SAL_IA8411AA_AS.scaffold	4643087	4983515	93.17
snippy-SAL_IA9132AA_AS.scaffold	4654807	4983515	93.40
snippy-SAL_IA9908AA_AS.scaffold	4693580	4983515	94.18
snippy-SAL_IA9918AA_AS.scaffold	4655708	4983515	93.42
snippy-SAL_JA0360AA_AS.scaffold	4844652	4983515	97.21
snippy-SAL_JA0542AA_AS.scaffold	4707465	4983515	94.46
snippy-SAL_JA0545AA_AS.scaffold	4781844	4983515	95.95
snippy-SAL_JA0569AA_AS.scaffold	4639612	4983515	93.10
snippy-SAL_JA0769AA_AS.scaffold	4702242	4983515	94.36
snippy-SAL_JA0825AA_AS.scaffold	4684988	4983515	94.01
snippy-SAL_JA0846AA_AS.scaffold	4694898	4983515	94.21
snippy-SAL_JA0849AA_AS.scaffold	4695355	4983515	94.22
snippy-SAL_JA0859AA_AS.scaffold	4702969	4983515	94.37
snippy-SAL_JA0904AA_AS.scaffold	4645365	4983515	93.21
snippy-SAL_JA0991AA_AS.scaffold	4782233	4983515	95.96
snippy-SAL_JA1004AA_AS.scaffold	4696641	4983515	94.24
snippy-SAL_JA1022AA_AS.scaffold	4616760	4983515	92.64
snippy-SAL_JA1025AA_AS.scaffold	4693777	4983515	94.19
snippy-SAL_JA1035AA_AS.scaffold	4740174	4983515	95.12
snippy-SAL_JA1050AA_AS.scaffold	4845257	4983515	97.23
snippy-SAL_JA1074AA_AS.scaffold	4705137	4983515	94.41
snippy-SAL_JA1091AA_AS.scaffold	4695037	4983515	94.21
snippy-SAL_JA1160AA_AS.scaffold	4693148	4983515	94.17
snippy-SAL_JA3989AA_AS.scaffold	4655402	4983515	93.42
snippy-SAL_JA4008AA_AS.scaffold	4655364	4983515	93.42
snippy-SAL_JA4025AA_AS.scaffold	4705802	4983515	94.43
snippy-SAL_JA4045AA_AS.scaffold	4695571	4983515	94.22
snippy-SAL_JA4055AA_AS.scaffold	4782737	4983515	95.97
snippy-SAL_JA4910AA_AS.scaffold	4695173	4983515	94.21
snippy-SAL_JA7597AA_AS.scaffold	4581513	4983515	91.93
snippy-SAL_JA7598AA_AS.scaffold	4638235	4983515	93.07
snippy-SAL_JA7599AA_AS.scaffold	4680512	4983515	93.92
snippy-SAL_JA7961AA_AS.scaffold	4644547	4983515	93.20
snippy-SAL_JA7967AA_AS.scaffold	4649751	4983515	93.30
snippy-SAL_LA3994AA_AS.scaffold	4660882	4983515	93.53
snippy-SAL_LA4005AA_AS.scaffold	4682485	4983515	93.96
snippy-SAL_LA4006AA_AS.scaffold	4682192	4983515	93.95
snippy-SAL_TA7455AA_AS.scaffold	4690677	4983515	94.12
