[#-
Group1 category: group Group1: B
Group2 category: group Group2: !B---
Name	GroupOne (+)	GroupOne (-)	GroupTwo (+)	GroupTwo (-)	pValue	Ratio
1038945	1	0	0	14	1.0	1.0
5158489	1	0	0	14	1.0	1.0
575647	1	0	0	14	1.0	1.0
638278	1	0	0	14	1.0	1.0
5445765	1	0	0	14	1.0	1.0
951977	1	0	0	14	1.0	1.0
5342783	1	0	0	14	1.0	1.0
3385393	1	0	0	14	1.0	1.0
3556434	1	0	0	14	1.0	1.0
3107700	1	0	0	14	1.0	1.0
3674343	1	0	0	14	1.0	1.0
166900	1	0	0	14	1.0	1.0
3283554	1	0	0	14	1.0	1.0
1740965	1	0	0	14	1.0	1.0
3660214	1	0	0	14	1.0	1.0
3533978	1	0	0	14	1.0	1.0
2769080	1	0	0	14	1.0	1.0
2326188	1	0	0	14	1.0	1.0
2257886	1	0	0	14	1.0	1.0
1640997	1	0	0	14	1.0	1.0
4542577	1	0	0	14	1.0	1.0
4822262	1	0	0	14	1.0	1.0
3561447	1	0	0	14	1.0	1.0
3006780	1	0	0	14	1.0	1.0
3108684	1	0	0	14	1.0	1.0
2355847	1	0	0	14	1.0	1.0
4983798	1	0	0	14	1.0	1.0
3031687	1	0	0	14	1.0	1.0
3610907	1	0	0	14	1.0	1.0
4306117	1	0	0	14	1.0	1.0
458616	1	0	0	14	1.0	1.0
938752	1	0	0	14	1.0	1.0
2121257	1	0	0	14	1.0	1.0
4942919	1	0	0	14	1.0	1.0
5219946	1	0	0	14	1.0	1.0
2376710	1	0	0	14	1.0	1.0
189749	1	0	0	14	1.0	1.0
705336	1	0	0	14	1.0	1.0
541183	1	0	0	14	1.0	1.0
2583183	1	0	0	14	1.0	1.0
833286	1	0	0	14	1.0	1.0
2974941	1	0	0	14	1.0	1.0
3153204	1	0	0	14	1.0	1.0
344380	1	0	0	14	1.0	1.0
1045220	1	0	0	14	1.0	1.0
3065963	1	0	0	14	1.0	1.0
575236	1	0	0	14	1.0	1.0
3611849	1	0	0	14	1.0	1.0
3232514	1	0	0	14	1.0	1.0
806044	1	0	0	14	1.0	1.0
1843987	1	0	0	14	1.0	1.0
5454976	1	0	0	14	1.0	1.0
3610532	1	0	0	14	1.0	1.0
3077436	1	0	0	14	1.0	1.0
2036038	1	0	0	14	1.0	1.0
3566536	1	0	0	14	1.0	1.0
3683482	1	0	0	14	1.0	1.0
3685318	1	0	0	14	1.0	1.0
4492162	1	0	0	14	1.0	1.0
4846224	1	0	0	14	1.0	1.0
37071	1	0	0	14	1.0	1.0
634836	1	0	0	14	1.0	1.0
240303	1	0	0	14	1.0	1.0
2794105	1	0	0	14	1.0	1.0
3073780	1	0	0	14	1.0	1.0
3253599	1	0	0	14	1.0	1.0
931333	1	0	0	14	1.0	1.0
1217144	1	0	0	14	1.0	1.0
1527375	1	0	0	14	1.0	1.0
3930135	1	0	0	14	1.0	1.0
253116	1	0	0	14	1.0	1.0
279242	1	0	0	14	1.0	1.0
3383117	1	0	0	14	1.0	1.0
3073414	1	0	0	14	1.0	1.0
4950541	1	0	0	14	1.0	1.0
5027242	1	0	0	14	1.0	1.0
4642576	1	0	0	14	1.0	1.0
5090701	1	0	0	14	1.0	1.0
866767	1	0	0	14	1.0	1.0
3822607	1	0	0	14	1.0	1.0
3777077	1	0	0	14	1.0	1.0
3150195	1	0	0	14	1.0	1.0
2789983	1	0	0	14	1.0	1.0
2791818	1	0	0	14	1.0	1.0
1913769	1	0	0	14	1.0	1.0
3001428	1	0	0	14	1.0	1.0
462503	1	0	0	14	1.0	1.0
2640020	1	0	0	14	1.0	1.0
3953954	1	0	0	14	1.0	1.0
2991254	1	0	0	14	1.0	1.0
4522654	1	0	0	14	1.0	1.0
250715	1	0	0	14	1.0	1.0
5275236	1	0	0	14	1.0	1.0
2329967	1	0	0	14	1.0	1.0
643540	1	0	0	14	1.0	1.0
5154900	1	0	0	14	1.0	1.0
2019451	1	0	0	14	1.0	1.0
5498024	1	0	0	14	1.0	1.0
5176867	1	0	0	14	1.0	1.0
5154618	1	0	0	14	1.0	1.0
4139553	1	0	0	14	1.0	1.0
5025640	1	0	0	14	1.0	1.0
35529	1	0	0	14	1.0	1.0
4109107	1	0	0	14	1.0	1.0
1675184	1	0	0	14	1.0	1.0
2337674	1	0	0	14	1.0	1.0
2889519	1	0	0	14	1.0	1.0
427603	1	0	0	14	1.0	1.0
5011874	1	0	0	14	1.0	1.0
4827874	1	0	0	14	1.0	1.0
3402843	1	0	0	14	1.0	1.0
4955564	1	0	0	14	1.0	1.0
686730	1	0	0	14	1.0	1.0
3421790	1	0	0	14	1.0	1.0
3705968	1	0	0	14	1.0	1.0
4090689	1	0	0	14	1.0	1.0
2427289	1	0	0	14	1.0	1.0
3137475	1	0	0	14	1.0	1.0
4557315	1	0	0	14	1.0	1.0
2655141	1	0	0	14	1.0	1.0
3463280	1	0	0	14	1.0	1.0
2382744	1	0	0	14	1.0	1.0
1865271	1	0	0	14	1.0	1.0
985756	1	0	0	14	1.0	1.0
2053170	1	0	0	14	1.0	1.0
2482280	1	0	0	14	1.0	1.0
3775941	1	0	0	14	1.0	1.0
5229321	1	0	0	14	1.0	1.0
1144127	1	0	0	14	1.0	1.0
1641129	1	0	0	14	1.0	1.0
5158478	1	0	0	14	1.0	1.0
4479792	1	0	0	14	1.0	1.0
1838413	1	0	0	14	1.0	1.0
1022850	1	0	0	14	1.0	1.0
5306660	1	0	0	14	1.0	1.0
4139526	1	0	0	14	1.0	1.0
5202898	1	0	0	14	1.0	1.0
1734496	1	0	0	14	1.0	1.0
4886633	1	0	0	14	1.0	1.0
5200166	1	0	0	14	1.0	1.0
3224975	1	0	0	14	1.0	1.0
4634674	1	0	0	14	1.0	1.0
2792028	1	0	0	14	1.0	1.0
930631	1	0	0	14	1.0	1.0
5086221	1	0	0	14	1.0	1.0
3826948	1	0	0	14	1.0	1.0
1819232	1	0	0	14	1.0	1.0
2104388	1	0	0	14	1.0	1.0
3380066	1	0	0	14	1.0	1.0
871828	1	0	0	14	1.0	1.0
4644408	1	0	0	14	1.0	1.0
644897	1	0	0	14	1.0	1.0
2407896	1	0	0	14	1.0	1.0
5169243	1	0	0	14	1.0	1.0
4677828	1	0	0	14	1.0	1.0
2393355	1	0	0	14	1.0	1.0
4793722	1	0	0	14	1.0	1.0
4169149	1	0	0	14	1.0	1.0
4727970	1	0	0	14	1.0	1.0
2402675	1	0	0	14	1.0	1.0
3344130	1	0	0	14	1.0	1.0
32528	1	0	0	14	1.0	1.0
2535731	1	0	0	14	1.0	1.0
4526904	1	0	0	14	1.0	1.0
539409	1	0	0	14	1.0	1.0
5024153	1	0	0	14	1.0	1.0
3027789	1	0	0	14	1.0	1.0
3959912	1	0	0	14	1.0	1.0
364531	1	0	0	14	1.0	1.0
5016013	1	0	0	14	1.0	1.0
1920455	1	0	0	14	1.0	1.0
4426749	1	0	0	14	1.0	1.0
3175473	1	0	0	14	1.0	1.0
2880008	1	0	0	14	1.0	1.0
4475194	1	0	0	14	1.0	1.0
2054593	1	0	0	14	1.0	1.0
2404062	1	0	0	14	1.0	1.0
5498150	1	0	0	14	1.0	1.0
3933805	1	0	0	14	1.0	1.0
888128	1	0	0	14	1.0	1.0
2137992	1	0	0	14	1.0	1.0
2854497	1	0	0	14	1.0	1.0
4823927	1	0	0	14	1.0	1.0
4379042	1	0	0	14	1.0	1.0
163829	1	0	0	14	1.0	1.0
367074	1	0	0	14	1.0	1.0
2828025	1	0	0	14	1.0	1.0
31371	1	0	0	14	1.0	1.0
3105394	1	0	0	14	1.0	1.0
2974841	1	0	0	14	1.0	1.0
2857148	1	0	0	14	1.0	1.0
3472427	1	0	0	14	1.0	1.0
3296188	1	0	0	14	1.0	1.0
4210310	1	0	0	14	1.0	1.0
2765856	1	0	0	14	1.0	1.0
38202	1	0	0	14	1.0	1.0
977662	1	0	0	14	1.0	1.0
4837618	1	0	0	14	1.0	1.0
3310620	1	0	0	14	1.0	1.0
1748164	1	0	0	14	1.0	1.0
2526891	1	0	0	14	1.0	1.0
4413753	1	0	0	14	1.0	1.0
3230247	1	0	0	14	1.0	1.0
1625197	1	0	0	14	1.0	1.0
4013447	1	0	0	14	1.0	1.0
2478910	1	0	0	14	1.0	1.0
1114080	1	0	0	14	1.0	1.0
490143	1	0	0	14	1.0	1.0
2292875	1	0	0	14	1.0	1.0
3113753	1	0	0	14	1.0	1.0
1002259	1	0	0	14	1.0	1.0
3775023	1	0	0	14	1.0	1.0
4902987	1	0	0	14	1.0	1.0
698866	1	0	0	14	1.0	1.0
3221289	1	0	0	14	1.0	1.0
4090217	1	0	0	14	1.0	1.0
4956115	1	0	0	14	1.0	1.0
2459685	1	0	0	14	1.0	1.0
3615228	1	0	0	14	1.0	1.0
4867549	1	0	0	14	1.0	1.0
3180366	1	0	0	14	1.0	1.0
2432413	1	0	0	14	1.0	1.0
1074320	1	0	0	14	1.0	1.0
990988	1	0	0	14	1.0	1.0
3112426	1	0	0	14	1.0	1.0
3025492	1	0	0	14	1.0	1.0
978645	1	0	0	14	1.0	1.0
4982842	1	0	0	14	1.0	1.0
7608	1	0	0	14	1.0	1.0
3510121	1	0	0	14	1.0	1.0
1818335	1	0	0	14	1.0	1.0
3113825	1	0	0	14	1.0	1.0
2359781	1	0	0	14	1.0	1.0
3778868	1	0	0	14	1.0	1.0
2386125	1	0	0	14	1.0	1.0
4754847	1	0	0	14	1.0	1.0
1683395	1	0	0	14	1.0	1.0
3085942	1	0	0	14	1.0	1.0
2018945	1	0	0	14	1.0	1.0
2890282	1	0	0	14	1.0	1.0
4806610	1	0	0	14	1.0	1.0
5105460	1	0	0	14	1.0	1.0
4825451	1	0	0	14	1.0	1.0
2341421	1	0	0	14	1.0	1.0
5450432	1	0	0	14	1.0	1.0
4128477	1	0	0	14	1.0	1.0
722510	1	0	0	14	1.0	1.0
458792	1	0	0	14	1.0	1.0
5260961	1	0	0	14	1.0	1.0
3546298	1	0	0	14	1.0	1.0
1094124	1	0	0	14	1.0	1.0
1082934	1	0	0	14	1.0	1.0
958214	1	0	0	14	1.0	1.0
287444	1	0	0	14	1.0	1.0
151774	1	0	0	14	1.0	1.0
90910	1	0	0	14	1.0	1.0
2428186	1	0	0	14	1.0	1.0
5240765	1	0	0	14	1.0	1.0
283116	1	0	0	14	1.0	1.0
1017745	1	0	0	14	1.0	1.0
702299	1	0	0	14	1.0	1.0
422308	1	0	0	14	1.0	1.0
2491432	1	0	0	14	1.0	1.0
1833075	1	0	0	14	1.0	1.0
3424756	1	0	0	14	1.0	1.0
3286123	1	0	0	14	1.0	1.0
4942684	1	0	0	14	1.0	1.0
4381492	1	0	0	14	1.0	1.0
1613277	1	0	0	14	1.0	1.0
3560908	1	0	0	14	1.0	1.0
1823319	1	0	0	14	1.0	1.0
698714	1	0	0	14	1.0	1.0
3268790	1	0	0	14	1.0	1.0
2616651	1	0	0	14	1.0	1.0
4109119	1	0	0	14	1.0	1.0
1539544	1	0	0	14	1.0	1.0
712755	1	0	0	14	1.0	1.0
865943	1	0	0	14	1.0	1.0
4320509	1	0	0	14	1.0	1.0
3706472	1	0	0	14	1.0	1.0
2615364	1	0	0	14	1.0	1.0
698044	1	0	0	14	1.0	1.0
1497222	1	0	0	14	1.0	1.0
3163556	1	0	0	14	1.0	1.0
3268219	1	0	0	14	1.0	1.0
868962	1	0	0	14	1.0	1.0
3600600	1	0	0	14	1.0	1.0
4679148	1	0	0	14	1.0	1.0
5266493	1	0	0	14	1.0	1.0
3655732	1	0	0	14	1.0	1.0
3772967	1	0	0	14	1.0	1.0
4445794	1	0	0	14	1.0	1.0
5144492	1	0	0	14	1.0	1.0
1861582	1	0	0	14	1.0	1.0
2768037	1	0	0	14	1.0	1.0
2810170	1	0	0	14	1.0	1.0
1610698	1	0	0	14	1.0	1.0
5003212	1	0	0	14	1.0	1.0
1458159	1	0	0	14	1.0	1.0
4463000	1	0	0	14	1.0	1.0
5106674	1	0	0	14	1.0	1.0
4926794	1	0	0	14	1.0	1.0
4004458	1	0	0	14	1.0	1.0
4099773	1	0	0	14	1.0	1.0
1639884	1	0	0	14	1.0	1.0
53160	1	0	0	14	1.0	1.0
3350916	1	0	0	14	1.0	1.0
4023145	1	0	0	14	1.0	1.0
3120863	1	0	0	14	1.0	1.0
4541986	1	0	0	14	1.0	1.0
4821280	1	0	0	14	1.0	1.0
130915	1	0	0	14	1.0	1.0
2819524	1	0	0	14	1.0	1.0
3265731	1	0	0	14	1.0	1.0
476929	1	0	0	14	1.0	1.0
4806445	1	0	0	14	1.0	1.0
4645161	1	0	0	14	1.0	1.0
473023	1	0	0	14	1.0	1.0
2807556	1	0	0	14	1.0	1.0
3269447	1	0	0	14	1.0	1.0
1874922	1	0	0	14	1.0	1.0
4111406	1	0	0	14	1.0	1.0
4017472	1	0	0	14	1.0	1.0
3886217	1	0	0	14	1.0	1.0
4320602	1	0	0	14	1.0	1.0
630925	1	0	0	14	1.0	1.0
2525454	1	0	0	14	1.0	1.0
2662436	1	0	0	14	1.0	1.0
4942507	1	0	0	14	1.0	1.0
3342872	1	0	0	14	1.0	1.0
2756601	1	0	0	14	1.0	1.0
5275527	1	0	0	14	1.0	1.0
335617	1	0	0	14	1.0	1.0
2794306	1	0	0	14	1.0	1.0
3189093	1	0	0	14	1.0	1.0
3295581	1	0	0	14	1.0	1.0
3160849	1	0	0	14	1.0	1.0
3269094	1	0	0	14	1.0	1.0
5261399	1	0	0	14	1.0	1.0
1091673	1	0	0	14	1.0	1.0
2432488	1	0	0	14	1.0	1.0
4322420	1	0	0	14	1.0	1.0
3605557	1	0	0	14	1.0	1.0
5158563	1	0	0	14	1.0	1.0
2093126	1	0	0	14	1.0	1.0
2650899	1	0	0	14	1.0	1.0
2512522	1	0	0	14	1.0	1.0
2803372	1	0	0	14	1.0	1.0
4065969	1	0	0	14	1.0	1.0
786916	1	0	0	14	1.0	1.0
4681169	1	0	0	14	1.0	1.0
1876515	1	0	0	14	1.0	1.0
663994	1	0	0	14	1.0	1.0
1872951	1	0	0	14	1.0	1.0
3790417	1	0	0	14	1.0	1.0
471069	1	0	0	14	1.0	1.0
4577639	1	0	0	14	1.0	1.0
3576446	1	0	0	14	1.0	1.0
4793002	1	0	0	14	1.0	1.0
36936	1	0	0	14	1.0	1.0
4874457	1	0	0	14	1.0	1.0
817410	1	0	0	14	1.0	1.0
3598042	1	0	0	14	1.0	1.0
291681	1	0	0	14	1.0	1.0
3694407	1	0	0	14	1.0	1.0
5182887	1	0	0	14	1.0	1.0
743393	1	0	0	14	1.0	1.0
4353363	1	0	0	14	1.0	1.0
4754964	1	0	0	14	1.0	1.0
2795419	1	0	0	14	1.0	1.0
232563	1	0	0	14	1.0	1.0
745562	1	0	0	14	1.0	1.0
3415503	1	0	0	14	1.0	1.0
1050645	1	0	0	14	1.0	1.0
2002160	1	0	0	14	1.0	1.0
4461572	1	0	0	14	1.0	1.0
1893756	1	0	0	14	1.0	1.0
2821220	1	0	0	14	1.0	1.0
5203346	1	0	0	14	1.0	1.0
2765386	1	0	0	14	1.0	1.0
31861	1	0	0	14	1.0	1.0
2070943	1	0	0	14	1.0	1.0
178304	1	0	0	14	1.0	1.0
4681947	1	0	0	14	1.0	1.0
3223939	1	0	0	14	1.0	1.0
1640934	1	0	0	14	1.0	1.0
4256334	1	0	0	14	1.0	1.0
4838372	1	0	0	14	1.0	1.0
3768722	1	0	0	14	1.0	1.0
3018377	1	0	0	14	1.0	1.0
4052592	1	0	0	14	1.0	1.0
528143	1	0	0	14	1.0	1.0
2515237	1	0	0	14	1.0	1.0
1644875	1	0	0	14	1.0	1.0
3021984	1	0	0	14	1.0	1.0
3748733	1	0	0	14	1.0	1.0
3105400	1	0	0	14	1.0	1.0
188462	1	0	0	14	1.0	1.0
1010407	1	0	0	14	1.0	1.0
4281770	1	0	0	14	1.0	1.0
5173425	1	0	0	14	1.0	1.0
4072882	1	0	0	14	1.0	1.0
4080533	1	0	0	14	1.0	1.0
2035737	1	0	0	14	1.0	1.0
4663521	1	0	0	14	1.0	1.0
4218277	1	0	0	14	1.0	1.0
4383029	1	0	0	14	1.0	1.0
2796472	1	0	0	14	1.0	1.0
2629297	1	0	0	14	1.0	1.0
983324	1	0	0	14	1.0	1.0
2796278	1	0	0	14	1.0	1.0
3231936	1	0	0	14	1.0	1.0
4103913	1	0	0	14	1.0	1.0
4481592	1	0	0	14	1.0	1.0
3154558	1	0	0	14	1.0	1.0
1316112	1	0	0	14	1.0	1.0
932720	1	0	0	14	1.0	1.0
5394	1	0	0	14	1.0	1.0
5176233	1	0	0	14	1.0	1.0
4696279	1	0	0	14	1.0	1.0
2096554	1	0	0	14	1.0	1.0
4209349	1	0	0	14	1.0	1.0
4783861	1	0	0	14	1.0	1.0
5337849	1	0	0	14	1.0	1.0
4651753	1	0	0	14	1.0	1.0
3296179	1	0	0	14	1.0	1.0
1913180	1	0	0	14	1.0	1.0
2810347	1	0	0	14	1.0	1.0
3056735	1	0	0	14	1.0	1.0
3435721	1	0	0	14	1.0	1.0
4213661	1	0	0	14	1.0	1.0
4151482	1	0	0	14	1.0	1.0
728501	1	0	0	14	1.0	1.0
3504555	1	0	0	14	1.0	1.0
3016281	1	0	0	14	1.0	1.0
822087	1	0	0	14	1.0	1.0
838691	1	0	0	14	1.0	1.0
4822388	1	0	0	14	1.0	1.0
2802199	1	0	0	14	1.0	1.0
3529257	1	0	0	14	1.0	1.0
4578999	1	0	0	14	1.0	1.0
639056	1	0	0	14	1.0	1.0
629866	1	0	0	14	1.0	1.0
4025943	1	0	0	14	1.0	1.0
2141306	1	0	0	14	1.0	1.0
4203602	1	0	0	14	1.0	1.0
4286630	1	0	0	14	1.0	1.0
3312464	1	0	0	14	1.0	1.0
138177	1	0	0	14	1.0	1.0
3609009	1	0	0	14	1.0	1.0
2951592	1	0	0	14	1.0	1.0
1536783	1	0	0	14	1.0	1.0
881981	1	0	0	14	1.0	1.0
1897635	1	0	0	14	1.0	1.0
1645007	1	0	0	14	1.0	1.0
4137969	1	0	0	14	1.0	1.0
177712	1	0	0	14	1.0	1.0
4825136	1	0	0	14	1.0	1.0
3125293	1	0	0	14	1.0	1.0
740015	1	0	0	14	1.0	1.0
2502431	1	0	0	14	1.0	1.0
5359632	1	0	0	14	1.0	1.0
2988297	1	0	0	14	1.0	1.0
234648	1	0	0	14	1.0	1.0
1320845	1	0	0	14	1.0	1.0
1979294	1	0	0	14	1.0	1.0
3437370	1	0	0	14	1.0	1.0
503359	1	0	0	14	1.0	1.0
3414218	1	0	0	14	1.0	1.0
348231	1	0	0	14	1.0	1.0
3380885	1	0	0	14	1.0	1.0
1865731	1	0	0	14	1.0	1.0
4811122	1	0	0	14	1.0	1.0
2823051	1	0	0	14	1.0	1.0
4636093	1	0	0	14	1.0	1.0
787555	1	0	0	14	1.0	1.0
3609636	1	0	0	14	1.0	1.0
642076	1	0	0	14	1.0	1.0
564060	1	0	0	14	1.0	1.0
283215	1	0	0	14	1.0	1.0
3222161	1	0	0	14	1.0	1.0
4148743	1	0	0	14	1.0	1.0
4630622	1	0	0	14	1.0	1.0
2793718	1	0	0	14	1.0	1.0
3645247	1	0	0	14	1.0	1.0
512003	1	0	0	14	1.0	1.0
875128	1	0	0	14	1.0	1.0
2083923	1	0	0	14	1.0	1.0
2432479	1	0	0	14	1.0	1.0
2347636	1	0	0	14	1.0	1.0
508291	1	0	0	14	1.0	1.0
1067939	1	0	0	14	1.0	1.0
2272190	1	0	0	14	1.0	1.0
2400625	1	0	0	14	1.0	1.0
1052135	1	0	0	14	1.0	1.0
3048307	1	0	0	14	1.0	1.0
887891	1	0	0	14	1.0	1.0
3670553	1	0	0	14	1.0	1.0
1539265	1	0	0	14	1.0	1.0
2349876	1	0	0	14	1.0	1.0
3069773	1	0	0	14	1.0	1.0
951064	1	0	0	14	1.0	1.0
4460557	1	0	0	14	1.0	1.0
38361	1	0	0	14	1.0	1.0
3386137	1	0	0	14	1.0	1.0
4022098	1	0	0	14	1.0	1.0
3312709	1	0	0	14	1.0	1.0
2156328	1	0	0	14	1.0	1.0
2378524	1	0	0	14	1.0	1.0
4529975	1	0	0	14	1.0	1.0
677146	1	0	0	14	1.0	1.0
3747718	1	0	0	14	1.0	1.0
1892500	1	0	0	14	1.0	1.0
4362639	1	0	0	14	1.0	1.0
4910342	1	0	0	14	1.0	1.0
5313094	1	0	0	14	1.0	1.0
610668	1	0	0	14	1.0	1.0
693038	1	0	0	14	1.0	1.0
1020691	1	0	0	14	1.0	1.0
5099097	1	0	0	14	1.0	1.0
4951275	1	0	0	14	1.0	1.0
2534702	1	0	0	14	1.0	1.0
875379	1	0	0	14	1.0	1.0
3276432	1	0	0	14	1.0	1.0
2854134	1	0	0	14	1.0	1.0
5028358	1	0	0	14	1.0	1.0
3399722	1	0	0	14	1.0	1.0
1870805	1	0	0	14	1.0	1.0
3342432	1	0	0	14	1.0	1.0
3369303	1	0	0	14	1.0	1.0
1642572	1	0	0	14	1.0	1.0
163919	1	0	0	14	1.0	1.0
4956869	1	0	0	14	1.0	1.0
4783797	1	0	0	14	1.0	1.0
1537551	1	0	0	14	1.0	1.0
4771132	1	0	0	14	1.0	1.0
3532415	1	0	0	14	1.0	1.0
3055143	1	0	0	14	1.0	1.0
5239444	1	0	0	14	1.0	1.0
2262362	1	0	0	14	1.0	1.0
1055109	1	0	0	14	1.0	1.0
5495488	1	0	0	14	1.0	1.0
2653757	1	0	0	14	1.0	1.0
1020952	1	0	0	14	1.0	1.0
3228109	1	0	0	14	1.0	1.0
4459878	1	0	0	14	1.0	1.0
680157	1	0	0	14	1.0	1.0
2800900	1	0	0	14	1.0	1.0
3616849	1	0	0	14	1.0	1.0
4371231	1	0	0	14	1.0	1.0
4681059	1	0	0	14	1.0	1.0
2059094	1	0	0	14	1.0	1.0
699511	1	0	0	14	1.0	1.0
1229728	1	0	0	14	1.0	1.0
3019806	1	0	0	14	1.0	1.0
3384768	1	0	0	14	1.0	1.0
1232885	1	0	0	14	1.0	1.0
4576522	1	0	0	14	1.0	1.0
2378542	1	0	0	14	1.0	1.0
2434820	1	0	0	14	1.0	1.0
5343271	1	0	0	14	1.0	1.0
5187893	1	0	0	14	1.0	1.0
992072	1	0	0	14	1.0	1.0
4380745	1	0	0	14	1.0	1.0
3283740	1	0	0	14	1.0	1.0
3192361	1	0	0	14	1.0	1.0
3623492	1	0	0	14	1.0	1.0
185577	1	0	0	14	1.0	1.0
3947200	1	0	0	14	1.0	1.0
83491	1	0	0	14	1.0	1.0
2567603	1	0	0	14	1.0	1.0
3074810	1	0	0	14	1.0	1.0
3184771	1	0	0	14	1.0	1.0
4629084	1	0	0	14	1.0	1.0
2418075	1	0	0	14	1.0	1.0
2146031	1	0	0	14	1.0	1.0
883406	1	0	0	14	1.0	1.0
3115456	1	0	0	14	1.0	1.0
3458412	1	0	0	14	1.0	1.0
3646840	1	0	0	14	1.0	1.0
5331111	1	0	0	14	1.0	1.0
330283	1	0	0	14	1.0	1.0
5488235	1	0	0	14	1.0	1.0
4022322	1	0	0	14	1.0	1.0
938638	1	0	0	14	1.0	1.0
4042795	1	0	0	14	1.0	1.0
2410314	1	0	0	14	1.0	1.0
1498955	1	0	0	14	1.0	1.0
3526937	1	0	0	14	1.0	1.0
1126603	1	0	0	14	1.0	1.0
655920	1	0	0	14	1.0	1.0
176221	1	0	0	14	1.0	1.0
1121307	1	0	0	14	1.0	1.0
5401948	1	0	0	14	1.0	1.0
4324813	1	0	0	14	1.0	1.0
3654564	1	0	0	14	1.0	1.0
3540313	1	0	0	14	1.0	1.0
861183	1	0	0	14	1.0	1.0
4659487	1	0	0	14	1.0	1.0
3781958	1	0	0	14	1.0	1.0
4569980	1	0	0	14	1.0	1.0
3835286	1	0	0	14	1.0	1.0
2393404	1	0	0	14	1.0	1.0
1514923	1	0	0	14	1.0	1.0
4245569	1	0	0	14	1.0	1.0
219230	1	0	0	14	1.0	1.0
4645723	1	0	0	14	1.0	1.0
3624909	1	0	0	14	1.0	1.0
226777	1	0	0	14	1.0	1.0
137657	1	0	0	14	1.0	1.0
2731044	1	0	0	14	1.0	1.0
4141605	1	0	0	14	1.0	1.0
5132347	1	0	0	14	1.0	1.0
2407839	1	0	0	14	1.0	1.0
2991211	1	0	0	14	1.0	1.0
2335916	1	0	0	14	1.0	1.0
2141319	1	0	0	14	1.0	1.0
2459803	1	0	0	14	1.0	1.0
3047229	1	0	0	14	1.0	1.0
2573134	1	0	0	14	1.0	1.0
3780193	1	0	0	14	1.0	1.0
5169307	1	0	0	14	1.0	1.0
2815744	1	0	0	14	1.0	1.0
2650837	1	0	0	14	1.0	1.0
4483468	1	0	0	14	1.0	1.0
2818567	1	0	0	14	1.0	1.0
2256646	1	0	0	14	1.0	1.0
1110479	1	0	0	14	1.0	1.0
4569935	1	0	0	14	1.0	1.0
1233653	1	0	0	14	1.0	1.0
1744418	1	0	0	14	1.0	1.0
3011060	1	0	0	14	1.0	1.0
219285	1	0	0	14	1.0	1.0
2813849	1	0	0	14	1.0	1.0
503809	1	0	0	14	1.0	1.0
1140526	1	0	0	14	1.0	1.0
1643557	1	0	0	14	1.0	1.0
1901529	1	0	0	14	1.0	1.0
4350511	1	0	0	14	1.0	1.0
3269609	1	0	0	14	1.0	1.0
5242895	1	0	0	14	1.0	1.0
5405786	1	0	0	14	1.0	1.0
3189145	1	0	0	14	1.0	1.0
447958	1	0	0	14	1.0	1.0
4644690	1	0	0	14	1.0	1.0
3533144	1	0	0	14	1.0	1.0
5281447	1	0	0	14	1.0	1.0
3511492	1	0	0	14	1.0	1.0
3342564	1	0	0	14	1.0	1.0
3836395	1	0	0	14	1.0	1.0
3565002	1	0	0	14	1.0	1.0
765212	1	0	0	14	1.0	1.0
5084473	1	0	0	14	1.0	1.0
2481396	1	0	0	14	1.0	1.0
4811089	1	0	0	14	1.0	1.0
4751853	1	0	0	14	1.0	1.0
37896	1	0	0	14	1.0	1.0
5139939	1	0	0	14	1.0	1.0
174450	1	0	0	14	1.0	1.0
3141985	1	0	0	14	1.0	1.0
3073477	1	0	0	14	1.0	1.0
4099650	1	0	0	14	1.0	1.0
643246	1	0	0	14	1.0	1.0
5158912	1	0	0	14	1.0	1.0
4669057	1	0	0	14	1.0	1.0
2371523	1	0	0	14	1.0	1.0
3927721	1	0	0	14	1.0	1.0
474192	1	0	0	14	1.0	1.0
556465	1	0	0	14	1.0	1.0
2358089	1	0	0	14	1.0	1.0
2836219	1	0	0	14	1.0	1.0
3086226	1	0	0	14	1.0	1.0
1021018	1	0	0	14	1.0	1.0
3095190	1	0	0	14	1.0	1.0
2793260	1	0	0	14	1.0	1.0
5345307	1	0	0	14	1.0	1.0
4511679	1	0	0	14	1.0	1.0
4303652	1	0	0	14	1.0	1.0
2397242	1	0	0	14	1.0	1.0
3710624	1	0	0	14	1.0	1.0
1119498	1	0	0	14	1.0	1.0
2436505	1	0	0	14	1.0	1.0
2452756	1	0	0	14	1.0	1.0
2835364	1	0	0	14	1.0	1.0
3012274	1	0	0	14	1.0	1.0
5233226	1	0	0	14	1.0	1.0
1681142	1	0	0	14	1.0	1.0
284913	1	0	0	14	1.0	1.0
1750587	1	0	0	14	1.0	1.0
5405045	1	0	0	14	1.0	1.0
953541	1	0	0	14	1.0	1.0
1818003	1	0	0	14	1.0	1.0
2080045	1	0	0	14	1.0	1.0
106323	1	0	0	14	1.0	1.0
575224	1	0	0	14	1.0	1.0
4027974	1	0	0	14	1.0	1.0
2981607	1	0	0	14	1.0	1.0
3602545	1	0	0	14	1.0	1.0
975440	1	0	0	14	1.0	1.0
747528	1	0	0	14	1.0	1.0
3015774	1	0	0	14	1.0	1.0
571066	1	0	0	14	1.0	1.0
